ID,Text,Class
320,"WATCH explains to me why it was wrong for a crowd to chant send her back, but not wrong for",0
321,"..until, When Death Comes To One of Them, He Says, MY LORD, SEND ME BACK",0
322,"Lara Trump snarls at critics of send her back for pushing a biased, racially-charged narrative",1
323,"1, Of course you can criticize them. But you can't tell them love it or leave it. Send her back is discrimination against..she is doing her job. 2, Woman so what? 3, Should all Democrats be expelled from government? 4, I don't get your point.",1
324,Manufactures drama to cover up his evil.... whack a mole.,0
325,Well Ill send them an email.. see how fast they get back to me,1
326,The racist rhetoric from Trump &amp; his cult is just going to get worse as we approach 2020.,0
327,"While the media focuses on the Squad &amp; stupid chants at a Trump rally, theyre ignoring alleged illegal immigrant MS-13 kill",1
328,"Lol They mad because their hypocrisy is coming back to haunt them. This was the playbook the left created. He condoned the send her back chants. Now it's time for the left to condone ALL the accusations (Russia, rape, tax fraud) and anti-Semitics made by Dems in Congress.",0
329,Michelle Obama Speaks Out After 'Send Her Back' Chants Diversity Makes America Great #p2,0
330,"#11st lady should be 1st in the deportation line! She married trump as an ILLIGAL alien. A criminal with expired Visa, making money, without PROPER PAPERS!! Send that criminal back! Go back to where you came from trumps words!",1
331,"Joaquin Castro Introduces Bill to Scrap Terms 'Alien' and 'Illegal Alien' Let me guess, he probably wants undocumented migr",1
332,Please don't send him back. In fact keep them there should be our chant about Americans.,0
333,"#Pelosi #Illegal #Democrat, will get to vote in prison. Man arrested for murdering mother and her two kids is ILLEGAL al",1
334,"Donald Trump get this straight your whore of a wife is an illegal immigrant, this is not her country. She's not proud of",1
335,And equally as an American I can say you are a do nothing Congressman who has done nothing to further American values. In actuality you despise them. As a legal immigrant you should be outraged at illegal immigration but to you and your mindless colleagues they are just votes,1
336,"This is where Trump came up with the line Send her Back. He was not being racist, he was just thinking wishfully about Melanie.",0
337,"The U S media reports only what it sees, hears, researches from video tapes, your history of foul mouthed rants and race baiting and Sexist rhetoric with crowds you pushed to CHAT Send them Back.. directed at 4 American women of color...you think that RACIST adulter!",1
338,the send her back chants weren't surprising. roughly a third of the country is going to have to have their political am,0
339,There is a reality we need to understand were' not going to get those folks who agree with 'Send them back' and Donald Trump but they're the minority and we're the majority. ~ at #NVRuralDems #DemVirtualMeetnGreet,1
340,"Trump renewed his attacks on a Somali-born congresswoman Friday while reversing his previous criticisms of a North Carolina crowd who chanted send her back, defending them as patriots while again questioning the loyalty of four Democratic ...",0
341,"Come on Citizens, do your job and SEND BACK this Ilhan pest in the next election. SEND HER BACK.",1
342,#AMJoy Illegal Alien is the correct nomenclature and classification of a person who came to this country in an unlawful fashion.,1
343,Thats funny!! The real Racists is one who yells Racist the loudest. Send Them Back isnt a racist comment unless you make it one. The Squad is founded on racism.,1
344,"We will just forget about the rape of a 13 year old, oh and the misogyny, oh and the send them back to WOMEN of a different colour. And many more.",1
345,"#Pelosi #Illegal #Democrat, will get to vote in prison. Man arrested for murdering mother and her two kids is ILLEGAL alien and was already deportedTWICE The Right Scoop",1
346,"shortened When I said, send them back, that's okay. When my supporters chant it at my rally, well, that's not okay. WTF? #TrumpIsARacist",1
347,There is nothing wrong with American Patriots chanting send her back what's wrong is these woman in our,0
348,"is a FRAUD, cheated the asylum and immigration system. DON'T SEND HER BACK, LOCK HER UP! LOCK HER UP! LOC",1
349,"How about stepping into the shoes of American homeless, those that can't work, those that have felt the detrimental effects of illegal immigration. How about stepping into the shoes of an Angel Family that has forever lost a love one due to an illegal alien. Lets watch that story",1
350,Don't want to send her back want to put her in jail for breaking the law that's what I want to do that's what would happen to you and me if we fraud of the government they put us in jail,1
351,As a yuge crowd of trump supporters chant send her back at a presidential rally you're acting as if this is a win,0
352,So what? We have electoral system because we are a republic. Majorities dont matter. Besides the majority is in question as the illegal alien vote doesnt count either.,1
353,"Correct. If socialism were the main point of it, they would have been chanting send her back at Bernie Sanders, too. But, even to them, Bernie at least looks American. Someone who is socialist AND brown is way scarier. Trump is hoping the squad will induce panic among the right",0
354,"The obvious question is, what if they don't accept that idea? Should we send them back?",1
355,"It took a couple of seconds before he started talking again he looked around the room with a smug look on his face to listen to his cult chant send them back, only then that's when this narcissist ass started speaking again.",1
356,Extremely Detailed Map of 2016 Election. Cross reference 'blue' areas w/ illegal immigrant high pop zones. Might be shoc,1
357,"Omar committed Immigration fraud and it is a felony crime. The law itself deports hers and sends her back. Democrats might as well get use to that chant because I will continue to say Send her back until she is gone and the Dems can kiss my red, white and blue azz!",0
358,Are you nuts!! Its the economy stupid!!! Trump is crushing it! The country has never been better off financially. The stock market is at record highs. More jobs than workers to fill them. The only slogan youre going to hear is Send Trump back for four more years,1
359,"Children and babies being taken off their parents as they arrive seeking asylum? The head of our government tweeting send them back to their brown-skinned follow MPs? The government refusing subpoenas and claiming total immunity? UK is bad, but not (yet) fascist.",1
360,"he was unhappy because the racist chant was wrong, he wanted send THEM back, like what his tweet said.",1
361,Trump Says He Tried to Stop Send Her Back Chant. Heres What the Video Shows.,0
362,Trumps disavowal of a send her back chant aimed at Rep. Ilhan Omar appeared to last exactly one day #in #sitivandermeij #vandermeijconsultancy,0
363,"Trump's chant denial, and what actually happened The US President inaccurately claimed he quickly told his supporters to stop their racist chant.",0
364,Wait I think I just saw Chuck U swipe a bottle of water from that illegal alien standing in front of that other illegal alien. Did anyone else see that? Oh shit the illegal alien just told Chuck U go back where you came from. Thats going to piss off .,1
365,why dont you focus on something more important like healthcare instead of the use of words like alien and illegal alien. Quit wasting everyones time in congress and actually do something,1
366,They are ILLEGAL ALIENS that have broken our laws . Send Them Back Build That Wall,1
367,"No one advise me, my tiny brain make its own random chants.. lallalalalala Im the president of Israel, send them back send them back..",1
368,Listen you communists supporting FAKE FUCKING AMERICAN That CUNT called our law enforcement Concentration Camp GUARDS,0
369,The optics of people who agree with Trumps comments and chant Send her back will never accept that analysis. Your suggestion such hate should be the basis for debate rather than condemnation would only serve to give such views legitimacy,0
370,Mike Pence Skips Chance To Strongly Rebuke 'Send Her Back' Chants. #penceisnotachristian #penceTrumpPuppet #PenceRacistToo,0
371,Send her back. Lock her up. Nasty woman. Horse face. That dog. Face of a pig. Not my type. Fat. Disgusting. Low IQ. Slob. Pocahontas. Blood coming out of her wherever. Look at that face. Grab them by the pussy. But nobody has more respect for women? #BeBest,1
372,"#Send Her Back and the Advancement of Trumps Authoritarian Playbook #influencer # Longform Journalism , Opinions and History",0
373,If you watch the people behind trump during the Send Her Back chant. A number of them did not say anything. Lips never moved.,0
374,#Merkel has some uncharacteristically blunt words for U.S. strength derives from many different national,0
375,Watch Foxs Wallace challenge Stephen Miller on send her back chant.,0
376,"Both of those to women deserves its, both are traitors and a disgrace for Ours Country USA , lock her of and send her back are not a racist chants is what both of them deserve. Thank you.",0
377,Isnt this hatred &amp; send them back crap what we used to say about the Irish back in the 1800s when the emigrated here? Or the Italians or the Chinese back then? Or the Germans &amp; Japanese after WWII? Heres what is says on the Statue of Liberty in case u patriots all forgot,1
378,Every zimbo is treated like a desperate illegal immigrant. Sometimes even at OR Tambo they're disrespectful.,1
379,Send her back is the new lock her up. Trump always needs a villian to make himself shine to his base bc he knows if they ever had a chance to focus on what he's actually done for them they'd realize they're some dummies for supporting him.,1
380,Trump falsely claims he tried to immediately stop send her back chant,0
381,"1/ Days ago, from district made news by saying that the chants of Send Her Back are a very eerie wave of similar situations in history, be that Nazi Germany or elsewhere. The Rabbi tells me that BDS bill comparing the boycott of Israel to",0
382,"Im a refugee immigrant and I support building the wall, vetting immigrants, stop any encouragement and benefits to illegal immigrants. Make those who illegally enter to return home and apply to enter legally like the rest of us did. Support the constitution and our laws.",1
383,"REALLY Youve been co-signing the clown in the and his Crackpottery since hes been in there, PLEASE, go somewhere sit down and STFU. Fox &amp; Friends' co-host Pete Hegseth defends '... via",0
384,"I was taught, if offended, KINDLY explain why. The chant SEND HER BACK deeply offended me. It reminded me of the KKK ma",0
385,"Chapter 2 of Illegal Alien has begun! If you want to read the continuing tale of Juan's dream to go to Mars, consider becoming a patron today",1
386,Gelijklopende internationale praktijk trouwens Thierry Baudet deelde bv. gisteren exact hetzelfde verhaal als Van Lan,0
387,This illegal invasion is destroying our country! Forget about the squad. This is why they come!,1
388,trump and his band of deplorables are the biggest bunch of liars the political world has ever seen. There's no point in engaging with them. #trumpnewsblackout Pence Trump 'might make an effort' to stop 'send her back' chants,0
389,Fascinating to watch how many in GOP and media are more comfortable talking about an anonymous racist crowd chanting send her back then the racist President who chose to say the same thing on Twitter,0
390,"What's un-American is REPRESENTATIVES ELECTED BY THE CITIZENS TURNING THEIR BACKS ON THOSE CITIZENS &amp; NOT ONLY ADVOCATING FOR FOREIGNERS, BUT PROTECTING ILLEGAL ALIEN CRIMINALS WHO ROB, RAPE, &amp; KILL AMERICAN CITIZENS EVERY DAY!!!!!!!!",1
391,A world in which - the President of the United States leads a rally whe,0
392,Analysis | Trump falsely claims he tried to stop Send her back! chants about Rep. Ilhan Omar,0
393,"It's amazing. Trump says it, Lara Trump encourages it, yet she considers critics of send her back to be pushing a racially charged narrative. Is there any real thought given to what comes out of Trump's mouth? Or how they try to spin it?",1
394,"Muslim Ban, the Wall, NFL knee, shithole countries, crime infested, low IQ, good people on both sides, nasty, infest, breed, I am a nationalist, not sending their best, caravan, go back, send her back, HOW MANY MORE TIMES WILL HE PROVE HE'S UNQUALIFIED &amp; UNACCEPTABLE AS POTUS!",1
395,Stephen Miller Has No Idea How to Separate Trumps Omar Criticism From the Presidents Own Complaints via,0
396,airpods cant stay in while i headbang to chanyeols verse in going crazy i gotta send them back,1
397,Damn straight! Ship them all back and send the bill to Soros...his money is funding all this madness,1
398,"This is an appalling and shameful position for you to take, spreading lies about Rep. Omar, and condoning Trump's racism. Chants of send her back should be spoken of YOU as we send you back to private life. RESIGN NOW!",0
399,"Donald Trump divides us.After his racist send her back attacks,the GOP pretended this was about policy.These women hate America,he &amp; they said. They hate Trump policies,not America. #DividerDon hates America.Even says this. #Blue2020",1
400,"so i went to the trump rally in greenville, the one where they chanted send her back. before that was even said some person called omar a terrorist and said shes with isis. some people said only a third of the arena was saying it but i can assure you it was more than that",0
401,Why the hell would the reds deal Castillo? Hes the ace of the roster. It would send them back into a rebuild!,1
402,"I stand with trump too!! Im a racist! I insult, assault women! But most importantly Im a racist. I believe like my savior, who art in DC hallowed be his name... Send the black ppl back! Send the brown ppl anywhere! Then well round up the traitorous white ppl and lock them up!",0
403,Call it what it is. Send her back is racist. #RacistPresident,0
404,Of course he would say that. He was an illegal alien,1
405,"This send them back handwringing nonsense in beyond annoying. Look, its our country, we founded it. Lets just tell it like it is. Send them back feet first if need be. Ffs quit fucking apologizing",1
406,"I don't understand why the need to make them all parents. Michael, Maxie, Lulu and Spin did not need kids. Kristina has been whiny since she was SORASED. They need to send her butt back to school because she's dumb ass f**k.",1
407,If we could only send her back to the mental hospital she escaped from.,1
408,On the off chance that he has alienated his base by criticizing them for chanting send her back. Trump is now back to attacking Ilhan Omar. Says he not unhappy w crowd in. N.Carolina. There's something terribly wrong here. This man is insane!,0
409,Do you really think those trump supporting thugs who yells Lock her up and send them back will change their mind and vote blue,1
410,"This could be Trump's plan for dealing w racist chants which his own words have encouraged when people start yelling racist things, he'll speak very quickly &amp; continue his speech over them as if nothing is happening. Pretty courageous stuff. #Impeach45",0
411,This is a very hypothetical tweet. You cant say that you didnt like the chant then retweet send her back is the new lock her up. Youre a disgrace,0
412,"You're anti-American. You &amp; the have decided to use these scare tactics to spin up your base, encouraging them to hate their fellow Americans with the kind of passion it takes to chant send her back at a POTUS rally. The ramifications of this election strategy are serious.",0
413,Here's the irony of the North Carolina situation. A yankee carpetbagger had the nerve to stand in front of a crowd in Gre,0
414,"In the the guy that said Lock Her Up is now locked up. Now we need to Send Him Back, to New York.",0
415,I dont think this will work. After trumps send her back chant his ratings went up. People have been planting seeds for 240 years. That strategy has failed.,0
416,Clayton deli owner offers free food if you say send her back!go down with the shipthis is why folks are skeptical of folks not of color,1
417,After hearing those awful chants of send her back being directed toward a legal immigrant and American citiz,0
418,"Pocahontas has spoken. It's the criminal Soros/Democrat sponsored illegal alien invaders vs the American people, who",1
419,#OmarMarriedHerBrother to illegally gain entry to the US under a false name. She's a criminal alien herself that should be deported immediately before she causes more harm.,1
420,"The truth is that acts of race based hate have been on the rise over the past 2+ years. The enabling comes straight from the occupant of the White House. Now, send them back is an acceptable thing to yell at legal immigrants. Very sad.",1
421,#hatehasnohomeinsd we have moved from racist tweets to the danger zone. Congress women are in da,0
422,Trump doesnt like this so please share. He can dish it but he cant take it. He cries #presidentialharrassment after he harasses women in congress and is putting lives in danger.,0
423,"Thank you to for having me on this morning. A summary of what I said -No, there's no way Trump didn't hear the send her back chants -Why do ppl support Trump? One couple told me they think he'll protect them from violent immigrants",0
424,"Guys, he's been saying send them back from the very beginning",1
425,You get the feeling Send her back is also what the Trumps chanted when Tiffany showed up for family holidays!,0
426,"Manchester puppy theft Stolen litter reunited with mother now slash the dirty thieves face with a machete and see how he likes it....or send him into a room, naked, with a big Pit bull, without a big knife.evil wanker. So happy mummy has her babies back",0
427,If any of The Squad runs for re-election and doesnt use the slogan Send her back.......to Washington! I will be deeply disappointed.,1
428,If you think the chant Vote Her Out would have gotten any less hysteria than Send Her Back think again. The job of the paid MSM Apparatchik propaganda arm of the Democray Party is to make everything uttered by their American enemies racist. Works best that way for them.,0
429,The prison service is paying to top up peoples habits and send them back on the streets knowing theyve done nothing to dent the problem. They will await the same people when they return with another conviction.,1
430,Trumps red meat to his maggot base. Lock her up - Fizzled Build that wall- Fizzled Send her back - give 2 more weeks. It will die.,0
431,"Q Sent Me. -Gravely concerned about Doctored Videos? --Preemptive? Yeah, we know. -Send her back Chant? --Did you see what Omar did over the weekend? --How is this not Racist? How can you defend this? -Standard Hotel?",0
432,"So what youre saying is that an illegal alien, who should not be allowed in the country, much less be elected to Congress, to introduce a bill not to use words that describe her kind.... those in the country illegally.... F her",1
433,"Trump falsely accused Omar -of betraying her country. But when a foreign power attacked {US} elections,it was (he}who first",0
434,He needs to send them home so they can come back legally,1
435,"The next time Trump or one of his surrogates tries to gaslight us into believing the send her back chant at his fascist rally was spontaneous and that he disapproved, tell them the Tea Party PAC is boasting that Trump inspired it. #RacistTrump #ForkedTongue",0
436,Those aliens wouldnt stand a chance in the Bay Area.. greet them with some henny and a wood and send their ass right back to space,1
437,"People don't put queries on the back of their books. They put short, open-ended synopses. They send queries to agents, which contain a longer synopsis that covers the full narrative. In both, the idea is to leave them wanting more.",0
438,Chris Wallace Shuts Down Stephen Millers Lie About Send Her Back Chants,0
439,"One way to respond would be not to lie, We all heard Trump denouncing 4 elected Congresswomen by name and then heard his riled-up crowd shout Send them back. There are videos!",1
440,Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant Go girl! h,0
441,Send them back home. They don't work for Americans.,1
442,"You know he's only doing this for the black vote, if elected it's all bets off &amp; chant begins Send them back! DON'T FALL FOR THIS MESS",1
443,"You send them back over the border. We have homeless, our own sick, veterans we need to take care of. But California rather not take care of them.. but non citizens? Come here legally and welcomes ANYONE with open arms.",1
444,"It was a white power rally, plain and simple. Theyre racists that you pulled from under their rocks. We will send them back to where they belong in 2020.",1
445,"Migrant Mirsa Garca Ramos, dropped her asylum case after waiting for months in Mexico. &amp; took her 2 yr old daughter &amp; board the plane Mexico offered to send them back to Central America.",1
446,"How did these women even get their jobs? I realize a couple were born here. But we should send them back to their nationalities countries. If you Hate America....leave, and those to Hate our President need to leave too like Whoopi Goldberg!",1
447,HE'S A LITTLE SHITHEAD WANNABE....Fox News host presses WH adviser Stephen Miller on 'Send her back!' chant at Trump rally,0
448,"If Trump is going to send women back to other countries, then how is he going to grab them by the p***y? \_()_/",0
449,"Next time they chant send them back, have change it to Vote them Out It make it much more American and to the point !",1
450,But I agree largely with Tokenism. Something Trump does ever so frequently to appeal to minority groups after or before he holds a rally where racists chant send him/her/them back. Smart move. People are generally too dumb to realize this is how politics works.,0
451,May that bill never pass. How stupid. If someone is in the country illegally they are an illegal alien!,1
452,Send her back is not about race. No race has been mentioned. The fact that she is a woman of color is merely circums,1
453,"Rob, you are right. To be honest with you I think Nancy Pelosi seem as if she is working on the for President Trump. All this nonsense coming from the White House. The racist remarks, tweets and chanting send her back. She still says no on impeachment.",0
454,Ilhan Omar &amp; Send Her Back Our Eroding Sense of Citizenship,1
455,Send Melania back is not a good retort to those rally chants against Omar. Dont respond to xenophobia with xenophobia! Send them back is NOT ok to say to any immigrant. Criticize Melania but dont repeat xenophobic chants &amp; give them power.,1
456,Trump crowd Send her back! RACISM! WHITE SUPREMACY! WE'VE BECOME NAZI GERMANY! Isrl We're killing Irnians!,0
457,"You said they should go back, and the crowd said send them back. Why would you not be happy with that?",1
458,White Supremacist #realDonaldTrump caught on tape using the N-word on The Apprentice and the recording still exists. and chant 'Send them all back' insists No Need To #Impeach,1
459,"I'm glad you're doing it.The MSM keeps following Trump &amp;his distractions like lemmings.This latest one send them back?Yeah, he's a Fascist.We know that.BUT!He's a Pedophile Fascist,that's what he's trying to distract us from,Trump &amp;Epstein thick as thieves in the 90's.",1
460,I sympathize with the asylum seekers. my advice to them is to apply for asylum while staying in their own countries. That is good for them and for US for enforcing their laws properly. US to send asylum seekers back to dangerous part of Mexico (from,1
461,Children are in cages because the dems refuse to pass a bill to give illegal immigrant facilities the proper funding to actually run the facility.,1
462,Twitch Chat What would you do if your future child is a furry? Send them back to the animal shelter. Oh god that's so dark and I also snorted in laughter.,1
463,", the public spate, where inspiring crowd 'Send them back' may be END of America &amp; Dreams",1
464,"Leftists Outraged Over Send Her Back Chant Call for Deporting Melania, Gorka",0
465,"If you so hate the USA, you could go to Eastern Europe and live with your illegal alien wife's forebears. Take her communist parents back. We'll pay for postage.",1
466,Google News - I think the word 'racist' is in the dictionary and whatever your political affiliation is you may use that word.,0
467,"Lara Trump snarls at critics of send her back for pushing a biased, racially-charged narrative Raw Story",1
468,TYPICAL;LAURA Trump;came out B4 Trump spoke&amp; had the Crowd already Saying Send Her Back. Trump tried to play the Hero; I tried to them. And LIED&amp; said; its Not Racist. Whats that say TO THE MINORITIES;Coming to our Colleges. 2 JOIN 21st century KY,0
469,Listen to the tape and it's the crowd that started shouting over,0
470,"Most people, including liberals, have never heard of those two people. But yes, send them back too.",1
471,Major Garrett Presses Pence on Send Her Back Trump Could Simply Tell Supporters Dont Do It Again #SmartNews,0
472,"Lawmakers have condemned the statements as xenophobic. But Pence speculated that there was major public support for the presidents sentiments. Yes, every racist in our country supports his sentiments. Good thing? Don't think so.",0
473,Escobar-Orellana had been deported from the United States twice. He used the alias Marvin Oswaldo Esquivel-Lopez. He was convic,0
474,This Al Qaeda supporter who managed to infiltrate the US government will be the first ever congressional representative,0
475,"Some people that attended Trumps Rally last night, said Lara Trump even rehearsed the Send her back chant with some suppo",0
476,If Trump didnt want people at his rally to chant Send Her Back! he should have stopped them. He didnt. Hes a fucking racist.,1
477,"On MediaBuzz, former Clinton aid says Trump lied and encouraged the audience to chant 'send her back'. Philippe's not paying attention to what really happens in the world before he opens his mouth.",0
478,man been dealing with them folks 3 weeks 3 different couches just told them send my funds back fuckem,1
479,"Ocasio-Cortez Trump Enjoyed Crowd Saying, 'Send Her Back!'",0
480,"Yeah, sadly, I did not even see Ivanka condemn Send Her Back... Instead, she tweeted about her",1
481,"Well, the simple solution is to send them back and let the Mexican government deal",1
482,"Hey Johnny, did you lead the send her back chants? You are an inspiration to racists everywhere.",0
483,"Apart from which president did what, why would anyone be opposed to deporting illegal immigrant criminals. (I assume we're talking about serious criminal offences.) It's common sense, nothing to do with 'white supremacy' b.s.",1
484,Chris Wallace of Fox confronts Stephen Miller re Send Her Back statement and chant.,0
485,"I am so tired of hearing Trump &amp; Stephen Miller quip that DJT disavowed the chant at the NC rally. Prior to his taking the stage, Trumps daughter-in-law took the stage to rehearse the crowd when the President says Omar (thumbs up) we say, Send Her Back - chant was AVOWED.",0
486,ridiculous. He was really trying to stop them wasn't he BUILD THAT WALL LOCK HER UP SEND HER BACK Why is it that this only happens at his self-worship services? No other politician has this problem. Maybe he should stop doing such YUGE rallies,1
487,"Im all for that chuckushumer, end cages. Send them back to where they came from.",1
488,"So, what youre saying is, if Trump was truly bothered by the Send her back chants, he could have &amp; should have stopped them. That sounds too much like the response of a reasonable and considerate man. Is Donald Trump that guy?",0
489,how awks is it when you put sarcastic kisses to someone and they send them back lmfaoo,1
490,"How to test the basic, aswell as intellectual honesty of any progressive leftoid . Which Chant represents Violence? 1. Send her back 2. Pigs in a blanket, fry them like bacon. Give them all the time they need.",0
491,SERIOUSLY?? SEND HER BACK IS RACIST?? B/c THE WHACKO LIBERALS SAID SO? U KISS THEIR A$$ EVERY TIME THEY TELL U TOO?? Y DO U FOLLOW THEIR IDIOTIC BULL SHIT??WE SHOULD SCREAM IT LOUDER &amp; TELL THEM TO GO FLY A KITE!! THEY CAN GO TO HELL!,0
492,Trumps send them back is a calculated message created to incite violence. Republicans are the party of violence. Period.,1
493,Today in dueling narratives DJT is sorry not sorry about the Send her back chant,0
494,"your father was architect of sending 500K troops to Iraq&amp;Afghanistan.The brutal regimes in these two countries chanted send them back.We ended up with over 5000 body bags.The main supporters of all the crisis, MBs is friend with your father, the Bush and Trump Admin",1
495,They advise you to become an illegal immigrant to Canada but I guess they don't support all those Mexicans who didn't like their government and moved to USA?,1
496,"Trump wants to escalate the racism of his base because that's his (and his party's) only message -- you're better than them, you",0
497,"And you can't send them back to use in gen 7 or 6 afterwards, so they're trapped in home with no way to ever bring them into a game to use",1
498,#FromTheRight No One Really Wants to Send Her Back | Reporting by #IlhanOmar,1
499,Bruh a reporter asked him why he didnt stop them from chanting send her back (referring to Ilhan Omar) and he really said well I spoke really quickly to cut them off so.. .. where??,0
500,Republicans on twitter demanding an apology from liberals for the Erica Thomas racism thing is the most ridiculous petty ass shit - as if yall didnt just support/stay silent on send her back.,0
501,#Merkel has some uncharacteristically blunt words for U.S. strength derives from many different nationalities contributing. Send-them-back attack counteracts Americas strength. #TicTocNews,1
502,"That makes her citizenship illegal, and she can't hold the position that she has, get her butt out, and send her back to Somolia and take her illegal family with her, and her brohusband",1
503,Trump is waging the real battle against miso-Judaisms Four Horsewomen while humanzees ( i.e. snowf,0
504,I think we can all agree that dan brought it also Stop what you're doing and watch this.,1
505,#FlockingNazi News Chris Wallace Shuts Down Stephen Miller's Lie About Racist 'Send Her Back' Chants - HuffPost,0
506,"He wallowed in that racist chant, and we all saw it.",0
507,More Cato research illegal immigrant incarceration rates are about half those of native-born Americans,1
508,Fox News' Chris Wallace questions Stephen Miller on Trump and 'send her back' rally chants,0
509,"Agree with all of the above except this nonesense. We're not putting ILLEGAL aliens anywhere they don't have to be, they know well in advance this is what they are facing, but they invade our country anyway. I'm a LEGAL immigrant and I support Trump's border policy 100%.",1
510,"Meanwhile he started saying the congresswomen should leave, AT THE (KLAN) RALLY last night that promoted them to say send her back. Its no longer frowned upon by the Putin (Republican) Party anymore, outright racism is praised.",0
511,I liked your interview with on #MediaBuzz Trump should listen to you more behind the scenes &amp; tell the crowd to chant vote her out instead of send her back,0
512,"You werent happy with their chant of Send her back! but did nothing to stop them, imbecile.",0
513,As a small business owner the economy under Trump has been exceptional for my business...Trump is for Americans while you Dems seem to want to give it all away to ILLEGAL immigrants...btw my legal immigrant wife loves Trump,1
514,Sources are saying that the Dept of Justice has four different cases they are investigating against They say that is why semi-apologized and semi-admitted to not liking the chant Send her back. That AG Barr asked him to not seem prejudiced with these cases on her,0
515,THE TERRORIST SQUAD MEDIA ALLIANCE WITH CNN SHOWS HOW ANTI AMERICAN COOPER IS I TELL HIM IF YOU DON'T LIKE IT HERE FOLLOW THE SQUAD AND GET OUT Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant,0
516,Dont look away! Illegal Alien Teen Released into U.S. Charged with Raping 7-Year-Old Girl,1
517,Let's send all the people who chanted Send her back! back to 1941. Put Nazi uniforms on them and throw them where they should be--in the pillboxes on the shores of Normandy. Let them see firsthand how Americans stand up to tyranny.,0
518,"He totally disrespects our intelligence with his nonsense says send them back to their corrupt countries, then says I didn't like the crowd chanting that. But he didn't tell them to stop or instruct them differently, which would be his job as a true leader. Hypocrite/liar.",1
519,Send them back definitely happened. Maybe you should see a therapist big guy,1
520,I'm sure that was a spontaneous as the send her back chant.,0
521,"All ILLEGAL ALIEN INVADERS who have criminally entered the USA must be detained. And BTW, genius its proven that a large percentage of those children were trafficked by adults who are not their family nor have any relationship to them. Glad I could educate you.",1
522,"If the real problem was actually white supremacy, you would be afraid to write it in public discourse. Instead it's chanted over and over kind of like send her back or lock her up, and carries about the same weight.",0
523,"Just a reminder of how John McCain dealt with the intolerant bigotry of the Send her back crowd. Instead of the current, crav",0
524,"Omar is an illegal immigrant who HATES AMERICA, &amp; has committed multiple felonies!! Try again, Tina!!! ht",1
525,"Connecting the dots from the horrific lynching of Henry Smith in 1893 in Paris, TX to the white crowd screaming Send her back in Greenville, NC this year. via",0
526,Do you follow any black conservative Republicans? Have you listened to anything from alveda king or Robert Johnson in regards to trump? Its a VERY ignorant assumption to say send her back white people are his base.,1
527,If they don't chant send her back then they are PC snowflake cucks. Sheep following the Shepard. If they change it back to lock her up then the are advocating abandonment of law for dictatorship (imprisoning a political foe) the #maga crowd is in a pickle. What will they do,0
528,Not at all credible coming from the Send Them Back party and the look the other way VP.,1
529,"What do you suppose displeases Mike Pence the most? a) Supporters who get their lines from his boss. b) Americas embrace of #LGBTQ equality. c) The prospect of holding a one-on-one meeting (say, a debate) withor losing the White House toa woman.",0
530,#Racists never think they're racists. ---&gt; Fox News host presses WH adviser Stephen Miller on 'Send her back!' chant at Trump rally,0
531,"The saddest part of this article is the fact that some of these people chanting these vile things probably watch on and don't see the connection. They think they're fine, because they watch the show. #Racism #TheSquad",0
532,#NEW on Vice President Mike Pence says Pres. Trump might speak out if a rally crowd again starts a send her back chant targeting Rep. Ilhan Omar.,0
533,Part 2 The Truth About illegal Alien AKA NON CITIZEN Crime Numbers via,1
534,"The mindless walking dead and archie bunkers follow lies as easily as free beer. They say send them back Do they mean their grand parents, uncles and aunts and cousins or meliania and her family?",1
535,"Mike Pence Skips Chance To Strongly Rebuke 'Send Her Back' Chants Im Shocked MANAFO HANDPICKED PENCE because Pence is a Homophobic, Bigoted, White Supremacist, Traitor. The Pence Family has had Russian a Ties for Decades &amp; Manafort knew it.",0
536,do yourself a favor shut your piehole I trust a used car salesman of insurance agent more than I would you. Send her back is not racist no mention of color. Statement of women of color is racist. All of us are people of color,0
537,"No its not explained in the hearing. The daily cost of one illegal alien in a detention center is 750 dollars, total. Full stop.",1
538,Send her back!!! To the private sector working a cash register.,1
539,So adding untold numbers of Illegal Alien Children to our education system will help? All your ideas amount to is more government control and more taxes! #Trump2020,1
540,He was even nodding his head slightly both ways thereby prepping the crowd to continue their chanting of Send them Back chant. Yet this is United States of America President. This is unpresidential.,1
541,"Come on Hairaldo u know dam well Trump didnt mean it as its been outlined by the media, smarten up",0
542,Where in hell are these people coming from we really need someone to send them ALL back if indeed they're here illegally whic,1
543,This is the most ridiculous thing and it would be funny if there weren't lives at stake. After reveling in his racist twe,0
544,When Democrats care more about illegal alien drama while the cameras are on but do nothing about immigration reform when the cameras are off.,1
545,Totaly agree. Send them back. Trouble is thier country probably won't want them either.,1
546,"Send them back to their countries, have them come here legally. Hell of an idea!",1
547,#IDeserveARewardFor Not chanting send her back with the crowd. -Trump probably,0
548,"I could send you illegal immigrant stories where they are charged with heinous crimes, on a daily basis. Would this make our chats more exciting? I could find stories that will give you nightmares. Real shit. Not your dumb concentration camp bs. Would that be better?",1
549,Dumb ass #MAGAts chanting Send Her Back are Incredible Patriots according to #DouchebagInChief.... These animals a,0
