ID,score_tag,agreement,subjectivity,confidence,irony,Happy,Fear,Sad,Bored,Angry,Excited,Class
183,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0766877913,0.2398967457,0.1838098022,0.054343684,0.3078283059,0.1374336709,0
184,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.051652258,0.1419500284,0.1975705077,0.234932557,0.3071715655,0.0667230834,0
185,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0700920672,0.1512830242,0.1635922042,0.3490654792,0.1746854747,0.0912817505,0
186,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1924184226,0.1074863472,0.055949082,0.0757742122,0.2189134794,0.3494584565,0
187,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1924921475,0.1855905059,0.1507893866,0.0586392753,0.2757497331,0.1367389516,0
188,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1080946862,0.2013171752,0.2180639425,0.1656012507,0.1319040279,0.1750189175,0
189,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0396597451,0.1126814097,0.1301372405,0.1658131007,0.5020526024,0.0496559017,0
190,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2414924906,0.0684268798,0.0220813294,0.0073710361,0.0276700517,0.6329582124,0
191,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0441813391,0.1030796883,0.1575626999,0.0644348738,0.5586364562,0.0721049427,0
192,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0732459318,0.1948864617,0.1938759149,0.212784099,0.2396508714,0.0855567212,0
193,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0945322772,0.2480001808,0.1885020519,0.0874741067,0.2003467752,0.1811446083,0
194,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1721745933,0.2471756009,0.1536064108,0.064149596,0.1850069806,0.1778868183,0
195,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0077709591,0.3047349317,0.2314712947,0.0468090805,0.3844162585,0.0247974756,0
196,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1200222578,0.259634765,0.2718961598,0.0676478353,0.1509075354,0.1298914467,0
197,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0607184375,0.1677104247,0.2507042657,0.1184659744,0.32161078,0.0807901178,0
198,N+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2181513677,0.2083903755,0.2010162366,0.0816093034,0.1615295162,0.1293032007,0
199,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1268296873,0.1820383372,0.0987318409,0.0747854958,0.3152762253,0.2023384136,0
200,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1187400028,0.2316245572,0.1013421232,0.0713195947,0.2500455542,0.2269281679,0
201,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0258713203,0.1294926348,0.3037814885,0.0696728311,0.4239716279,0.0472100973,0
202,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1001516023,0.3289975009,0.134651156,0.0795547009,0.1411606112,0.2154844287,0
203,N+,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.1101516786,0.1746977963,0.1200760798,0.0666141034,0.2342245276,0.2942358142,0
204,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0722588753,0.2373417499,0.3944102431,0.0716933056,0.1246224605,0.0996733656,0
205,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.063384581,0.0798701371,0.0826406774,0.0761403798,0.639231921,0.0587323036,0
206,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0824070405,0.2002157021,0.1905009404,0.1467912803,0.2418500582,0.1382349784,0
207,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1096419734,0.098506556,0.0920369945,0.1571141524,0.4552259414,0.0874743824,0
208,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0715806385,0.2038660724,0.1846377101,0.0893637573,0.3004176344,0.1501341874,0
209,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0727838651,0.2204163981,0.221620915,0.1721690044,0.1731098145,0.1399000028,0
210,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1195593365,0.2108059212,0.1391336535,0.2282290583,0.1264008911,0.1758711394,0
211,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1371720708,0.1711902148,0.1846319261,0.1570227648,0.2172141687,0.1327688548,0
212,N,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.0627728564,0.3180918609,0.2055920819,0.0877533584,0.1852733376,0.1405165048,0
213,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0328706119,0.0905070007,0.1504099171,0.024248275,0.6452960627,0.0566681327,0
214,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2386792942,0.188048624,0.0290263244,0.0172072836,0.0589194672,0.4681190066,0
215,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.075157829,0.1641824911,0.3109106894,0.04641348,0.3223506767,0.0809848338,0
216,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1346412183,0.2923570137,0.105892952,0.0446501775,0.1731764423,0.2492821961,0
217,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0482850331,0.2509627593,0.2958021298,0.0844643932,0.2357926343,0.0846930504,0
218,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0469729083,0.129513438,0.1651176186,0.1832613588,0.3966239163,0.07851076,0
219,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.2610260454,0.1023513648,0.0962337392,0.0857957331,0.194563811,0.2600293065,0
220,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0606104659,0.2411625037,0.1304655773,0.1419250322,0.3218988363,0.1039375846,0
221,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0701783628,0.1954433548,0.4077273054,0.0587000682,0.1734431629,0.0945077459,0
222,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1582802938,0.1677753311,0.1668225347,0.0595386861,0.2744063122,0.1731768421,0
223,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.048020075,0.2104359233,0.2382760166,0.1292998012,0.3021543503,0.0718138336,0
224,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0633999419,0.2859268792,0.1601940418,0.1562694737,0.1754246103,0.1587850531,0
225,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2576059712,0.1527761317,0.1269540916,0.0575195006,0.1911232373,0.2140210676,0
226,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1323811988,0.1305043558,0.3726387743,0.0,0.189068721,0.17540695,0
227,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2382649299,0.0804434947,0.1271295769,0.0792782394,0.3761487494,0.0987350096,0
228,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0430324595,0.1469969296,0.1065652951,0.1492964255,0.4091137232,0.1449951671,0
229,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0369014428,0.2164498652,0.1716091795,0.3626868797,0.1219899636,0.0903626691,0
230,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0639481732,0.2056704323,0.2106350569,0.2324378497,0.2207323642,0.0665761237,1
231,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0380830062,0.4434365768,0.2004753431,0.0500505777,0.146892752,0.1210617443,1
232,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2476715818,0.1175400441,0.1223260681,0.067382499,0.3079465031,0.1371333038,0
233,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.2285770178,0.1399192094,0.0981707919,0.0222906193,0.3095652947,0.2014770669,1
234,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0689736404,0.2410127596,0.2610815051,0.0774071841,0.2515801674,0.0999447433,1
235,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2490984189,0.1285047038,0.1077901519,0.0511744141,0.162534373,0.3008979383,0
236,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0187434256,0.1561857316,0.3269897847,0.0870510728,0.3629124043,0.0481175811,0
237,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0464609521,0.1878379191,0.1731544249,0.1982329546,0.2310506876,0.1632630618,0
238,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.0162865581,0.0717553198,0.1983300427,0.115367709,0.5817005162,0.0165598542,0
239,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0413887149,0.2016461381,0.2090055674,0.1863010584,0.281652932,0.0800055893,0
240,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1710584416,0.1467089887,0.1393475276,0.1212874678,0.3288623185,0.0927352558,0
241,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0516285409,0.069566159,0.0820787822,0.0604992436,0.5904938903,0.145733384,0
242,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0507742763,0.2642293304,0.2179884674,0.0917808961,0.1885355916,0.1866914383,0
243,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1381564235,0.0895339557,0.1210812327,0.2556956499,0.2615028395,0.1340298987,0
244,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1036280483,0.2339421404,0.1588346683,0.1205078141,0.2143648952,0.1687224336,0
245,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0345752975,0.3304483217,0.2268565282,0.1167520592,0.1508481187,0.1405196747,0
246,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0927644314,0.3719434749,0.0704877442,0.0810785002,0.1759691957,0.2077566536,0
247,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2028652913,0.1341910688,0.1288798207,0.0642674095,0.3167430827,0.153053327,0
248,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0845524068,0.1493023129,0.1312653161,0.0927883689,0.3418473279,0.2002442673,0
249,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1787556022,0.2050626219,0.0692519891,0.0759001477,0.1763886761,0.294640963,0
250,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.105690299,0.22207445,0.2162191032,0.1006030851,0.222374597,0.1330384658,0
251,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.035871418,0.2180221821,0.2192691933,0.2216257594,0.1874292553,0.1177821919,0
252,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0588233662,0.19197475,0.14974095,0.1695979642,0.2714473431,0.1584156265,0
253,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2434106111,0.1713669427,0.0655825687,0.0407154149,0.1779479863,0.3009764763,0
254,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0870178103,0.0797375998,0.1585039738,0.037144041,0.5486885052,0.0889080699,0
255,NEU,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.1808365388,0.093318116,0.0643441282,0.0377041028,0.3332567998,0.2905403144,0
256,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0882493507,0.1375470798,0.1823961818,0.0821839595,0.3381878821,0.1714355462,0
257,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1581853417,0.121396203,0.1239955264,0.2254818678,0.249529287,0.1214117742,0
258,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1314527314,0.2299029783,0.1660432437,0.0879613413,0.1376526898,0.2469870154,0
259,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.116929238,0.3467821277,0.1275980884,0.0,0.2069263751,0.2017641709,0
260,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1075312539,0.4053073724,0.1658048748,0.0599976915,0.123077876,0.1382809315,0
261,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.1958352188,0.0948791215,0.0705350135,0.0607360354,0.3997162475,0.1782983633,0
262,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1451685996,0.2133837721,0.1404750755,0.0988177041,0.1175394871,0.2846153616,0
263,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0753665816,0.1693274408,0.1629555194,0.1919313446,0.2470216889,0.1533974247,0
264,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0796631947,0.3405075998,0.1860166127,0.0762861995,0.2267630325,0.0907633609,0
265,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0517758695,0.0621560041,0.1042614717,0.2786909511,0.4584998352,0.0446158684,0
266,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1332289143,0.0944761713,0.0917285915,0.0580874026,0.4772451144,0.1452338059,0
267,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0562181178,0.2433778083,0.1988166187,0.1688957551,0.1511371326,0.1815545675,0
268,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1624537166,0.1251156756,0.0841239868,0.0200860452,0.3842043902,0.2240161857,0
269,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0592533388,0.1599897474,0.1561574441,0.1432538414,0.393620102,0.0877255262,0
270,N,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.0889449915,0.1952389179,0.1842170839,0.0735872141,0.2708750432,0.1871367494,0
271,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1647349655,0.1560004722,0.1370107366,0.0804379603,0.3060806763,0.1557351893,0
272,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0328197228,0.199709375,0.285154239,0.06112098,0.3730489262,0.048146757,0
273,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1626785418,0.1392259924,0.1422707652,0.1910838729,0.1809242274,0.1838166002,0
274,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2968147256,0.1615210952,0.2117522238,0.0,0.1189719243,0.2109400312,0
275,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0527268511,0.1394301963,0.1898388723,0.1022584437,0.4374276654,0.0783179713,0
276,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0579452442,0.2618775553,0.2678062584,0.0436273614,0.2428472096,0.1258963711,0
277,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2902679572,0.126169694,0.0549921713,0.0247106498,0.1807714215,0.3230881061,0
278,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1229409813,0.1669229972,0.1554977185,0.0647764297,0.3129200082,0.176941865,0
279,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0654725822,0.1287780402,0.1881802384,0.2281374889,0.2739961464,0.1154355038,0
280,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.271590142,0.1703934082,0.1408367154,0.1000636738,0.1331372564,0.1839788042,0
281,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2110730869,0.3013927316,0.108408121,0.0,0.1079789585,0.2711471021,0
282,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.398363816,0.1239184191,0.084597453,0.0274692048,0.11085663,0.254794477,0
283,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0889568557,0.1875625522,0.1949072439,0.0677699082,0.3062073522,0.154596088,0
284,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3278912523,0.1681297915,0.04025991,0.0432465919,0.0874195031,0.3330529512,1
285,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0725695715,0.1663078274,0.3404345113,0.081389238,0.239152173,0.1001466788,0
286,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.1566764322,0.1928709925,0.0939854646,0.0458667934,0.3314690729,0.1791312444,1
287,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.136524063,0.2221590024,0.2093608382,0.0957584046,0.1964524004,0.1397452914,0
288,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.1225373453,0.2316051258,0.1787691451,0.0730061008,0.2447703803,0.1493119026,0
289,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0496799739,0.246065406,0.3794235354,0.0587070084,0.191960911,0.0741631653,1
290,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0953690887,0.1916237214,0.1504100574,0.0593134423,0.3618026837,0.1414810066,1
291,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0664714126,0.3351580532,0.225062494,0.0445828399,0.2384427131,0.0902824871,1
292,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0984771731,0.2275827078,0.16708124,0.1192405969,0.2737238708,0.1138944114,0
293,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0429717938,0.1617694408,0.1072818434,0.0369434551,0.6070644825,0.0439689844,1
294,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1070241483,0.1868955131,0.1489593665,0.2017034294,0.2126355889,0.1427819538,0
295,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1418445025,0.1388067695,0.2752867497,0.0565751346,0.2808362027,0.1066506409,1
296,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.0982940715,0.173635562,0.2504587204,0.0967960843,0.2882703618,0.0925451999,1
297,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0689536821,0.2565249102,0.1847437188,0.1034207902,0.2106863476,0.1756705511,0
298,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0666558603,0.1570005253,0.1445058311,0.0510469083,0.4484067816,0.1323840934,1
299,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0186912788,0.2713906553,0.2117180928,0.0431549347,0.4201490473,0.0348959911,1
300,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.0281500623,0.1518356328,0.3492627381,0.074006973,0.3470260935,0.0497185004,1
301,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0169907363,0.1988764899,0.354687777,0.0467433106,0.3574787934,0.0252228927,0
302,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0833228535,0.1700738916,0.1718909824,0.1580659365,0.2355379666,0.1811083694,1
303,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0809415511,0.3243612919,0.3194883521,0.0132502919,0.1407034187,0.1212550943,0
304,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0221119046,0.1039991588,0.2641473923,0.050851955,0.5317644983,0.027125091,1
305,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.07313714,0.0672212619,0.0548861085,0.5303619307,0.2257339184,0.0486596405,1
306,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1950111398,0.2042413286,0.0983354723,0.0383262769,0.1785187444,0.2855670379,0
307,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.03988651,0.1199457309,0.2181969285,0.2174198351,0.3532480902,0.0513029054,1
308,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1868191619,0.2597775612,0.1489979441,0.0745746055,0.1149530129,0.2148777144,0
309,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1355824251,0.1251817568,0.0784612919,0.061777932,0.3003553316,0.2986412626,1
310,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.204871667,0.1139391701,0.0419156865,0.0614055603,0.2304142116,0.3474537045,1
311,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0770875727,0.1886691439,0.2083540433,0.1373135288,0.2625582441,0.1260174672,0
312,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0431341847,0.1613076206,0.1327109669,0.0177948732,0.5535948753,0.0914574792,1
313,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0206293718,0.0661974424,0.1004704206,0.6787217954,0.0982283054,0.0357526644,1
314,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0339568484,0.4797974631,0.2297349095,0.0333633892,0.1703415063,0.0528058834,0
315,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.096923255,0.1302494002,0.1116353363,0.1049511785,0.34229856,0.2139422701,1
316,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0264582919,0.0677457698,0.1302973477,0.1404656025,0.5956319894,0.0394009987,0
317,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0340225924,0.0934981556,0.1028901912,0.1700790976,0.547167012,0.0523429512,0
318,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2478212407,0.2001270809,0.0873494095,0.0,0.1684717345,0.2962305344,1
319,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0314930336,0.0778387154,0.1592307859,0.1311493825,0.5733661899,0.0269218927,1
320,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.0635221151,0.1207287987,0.163995376,0.4054050729,0.1717082682,0.074640369,0
321,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4922806893,0.0630829521,0.1324901706,0.0249565108,0.0331530269,0.2540366503,0
322,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0575739186,0.1924772188,0.1668106757,0.1061294083,0.3610962344,0.1159125441,1
323,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.114079027,0.1085677553,0.1620706546,0.0724229241,0.4579309092,0.0849287299,1
324,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0721454604,0.1774404768,0.1309498758,0.1152296962,0.3283547529,0.1758797379,0
325,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1570842836,0.2503315428,0.1486159249,0.1084562413,0.1412915288,0.1942204786,1
326,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0204432761,0.1981990637,0.2178359872,0.1381203687,0.3493870594,0.0760142449,0
327,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0248640331,0.1103954012,0.1618057782,0.1296743255,0.509455748,0.0638047141,1
328,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0834601357,0.1776770257,0.1858121718,0.127376152,0.169780463,0.2558940518,0
329,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2932003229,0.1473585545,0.0883298653,0.0767356931,0.1039611334,0.2904144309,0
330,N+,AGREEMENT,OBJECTIVE,89,NONIRONIC,0.1414703601,0.2065823455,0.1869679656,0.0551271019,0.2754183079,0.1344339189,1
331,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0952222168,0.2692764758,0.2244608992,0.05410805,0.1852594119,0.1716729464,1
332,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0924716165,0.1542204636,0.2031881044,0.0961901386,0.392788412,0.0611412648,0
333,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0659869425,0.1777161186,0.1568889559,0.0466370546,0.4148641541,0.1379067743,1
334,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0597794847,0.1506932038,0.1692463182,0.1170504437,0.4282664278,0.0749641217,1
335,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.1897481198,0.0954452798,0.0939627007,0.0524995859,0.4179539919,0.1503903218,1
336,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0461430296,0.2231623419,0.2614128441,0.1481260096,0.2070790755,0.1140766993,0
337,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1166263228,0.1732988011,0.1173778383,0.0756142142,0.3531228535,0.1639599702,1
338,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0548850689,0.2961733544,0.2103389851,0.2161494126,0.1307585726,0.0916946065,0
339,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0591403252,0.1376707695,0.1209044818,0.3194416869,0.3041414895,0.0587012471,1
340,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0903140102,0.2014678324,0.1696755788,0.1209300703,0.2748834473,0.1427290609,0
341,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0402068005,0.0826641241,0.122663313,0.045004943,0.6613218577,0.0481389617,1
342,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.2397430005,0.175510541,0.1046279761,0.0465508368,0.1674583204,0.2661093252,1
343,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2299146471,0.0931759322,0.048446825,0.1958819908,0.2004905184,0.2320900864,1
344,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.2040046588,0.2628413398,0.1769782423,0.0423904885,0.1600889591,0.1536963115,1
345,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0824875982,0.2117518267,0.1673560923,0.0613827456,0.2739079871,0.2031137501,1
346,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0508502834,0.1145792847,0.1800677939,0.0292404727,0.577352251,0.0479099142,1
347,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.0549677964,0.1747724998,0.199445108,0.0990792724,0.3866350562,0.0851002672,0
348,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1437964559,0.0684425214,0.0470768976,0.0424617217,0.4629386336,0.2352837697,1
349,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.0285652114,0.1329093492,0.1425212844,0.0282227025,0.6343670461,0.0334144064,1
350,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.098089968,0.1289788006,0.4210780545,0.0414616149,0.263470372,0.04692119,1
351,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0644100791,0.1428575434,0.1437711385,0.3263288243,0.2003751947,0.12225722,0
352,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.169688143,0.1647886095,0.1385436235,0.0823757533,0.258957786,0.1856460848,1
353,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.0975603839,0.1613673941,0.2116277065,0.2483344944,0.1878056352,0.0933043859,0
354,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.0754287248,0.4654771974,0.2631048325,0.0502478451,0.0603408475,0.0854005527,1
355,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1274945894,0.2344617094,0.211278907,0.1008293591,0.1258486592,0.2000867759,1
356,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1202511171,0.3543409086,0.2050702099,0.0444673483,0.1017992961,0.17407112,1
357,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0663284469,0.2055139198,0.1749913439,0.1903338586,0.2234408407,0.1393915901,0
358,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.0457002587,0.0938212744,0.1161730322,0.0133007656,0.6507064374,0.0802982317,1
359,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.049690434,0.1923960731,0.2274958898,0.1010111764,0.3762969642,0.0531094625,1
360,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0541888538,0.1409711566,0.2386027684,0.2130679467,0.2526485904,0.100520684,1
361,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0994628766,0.2559026114,0.1854718451,0.1056054999,0.1419483015,0.2116088656,0
362,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.1910012982,0.1945360249,0.1015072676,0.0667359612,0.1580775834,0.2881418647,0
363,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.0559498858,0.1581835633,0.2365461311,0.1980108279,0.2696455414,0.0816640506,0
364,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.0380159577,0.5730128303,0.1694442129,0.0128060255,0.1001384428,0.1065825308,1
365,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.1342339381,0.090707544,0.1081260014,0.1615359686,0.4105296368,0.0948669111,1
